Processes: 406 total, 2 running, 404 sleeping, 1604 threads 
2018/10/10 16:34:20
Load Avg: 2.02, 2.24, 2.00 
CPU usage: 9.18% user, 22.44% sys, 68.36% idle 
SharedLibs: 239M resident, 65M data, 24M linkedit.
MemRegions: 68151 total, 3376M resident, 94M private, 623M shared.
PhysMem: 8150M used (1519M wired), 41M unused.
VM: 2500G vsize, 1313M framework vsize, 639804(0) swapins, 686930(0) swapouts.
Networks: packets: 1232368/1406M in, 906203/92M out.
Disks: 662728/12G read, 684821/11G written.

PID   COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM    PURG   CMPRS  PGRP PPID STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS   COW     MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW        PAGEINS IDLEW    POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
2269  mdworker         0.0  00:00.14 2     1   48+    2900K+ 0B     2876K+ 2269 1    sleeping *0[1+]      0.00000 0.00000    501 4664+    192+    307+      201+      2473+     907+      707+       31+     8        0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
2268  tzd              0.0  00:00.04 2     1   38+    1108K+ 0B     1104K+ 2268 1    sleeping  0[0]       0.00000 0.00000    0   2759+    164+    92+       36+       498+      226+      98+        58+     2        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
2262  sysdiagnose      0.0  00:00.06 2     2   31+    1264K+ 0B     880K+  2262 1    sleeping *0[1+]      0.00000 0.00000    0   2912+    170+    156+      173+      1241+     405+      565+       59+     25       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
2260  com.apple.quickl 0.0  00:00.07 2     1   46+    1292K+ 0B     1284K+ 2260 1    sleeping *0[6+]      0.00000 0.00000    501 3437+    147+    340+      221+      1423+     937+      632+       33+     11       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
2257  com.apple.photom 0.0  00:00.31 2     2   41+    6776K+ 0B     6624K+ 2257 1    sleeping  0[0]       0.00000 0.00000    501 10449+   598+    532+      282+      4568+     949+      2145+      309+    66       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
2256  UsageTrackingAge 0.0  00:00.11 2     1   51+    2160K+ 0B     2116K+ 2256 1    sleeping  0[0]       0.00000 0.00000    501 4490+    178+    425+      237+      2097+     1156+     908+       40+     11       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
2253  com.apple.Commer 0.0  00:00.09 2     2   41+    2808K+ 0B     2736K+ 2253 1    sleeping *0[3+]      0.00000 0.00000    501 5179+    185+    208+      171+      1332+     490+      431+       41+     24       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
2251  storeinstalld    0.0  00:00.04 2     1   32+    1120K+ 0B     1072K+ 2251 1    sleeping *0[2+]      0.00000 0.00000    0   4184+    157+    203+      175+      1018+     644+      344+       0       5        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
2188  periodic-wrapper 0.0  00:00.01 2     2   25+    368K+  0B     360K+  2188 1    sleeping *0[1+]      0.00000 0.00000    0   540+     79+     78+       33+       240+      190+      109+       3+      5        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
2187  softwareupdate_d 0.0  00:00.08 2     1   43+    2480K+ 0B     2464K+ 2187 1    sleeping  0[0]       0.00000 0.00000    200 4137+    164+    274+      193+      1207+     796+      475+       13+     13       0.0   0      0      _softwareupdate    N/A    N/A   N/A   N/A   N/A   N/A  
2180  silhouette       0.0  00:00.08 2     1   58+    2484K+ 0B     2436K+ 2180 1    sleeping  0[0]       0.00000 0.00000    501 4998+    144+    351+      208+      1043+     964+      568+       33+     6        0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
2174  mapspushd        0.0  00:00.42 2     1   85+    6448K+ 0B     4032K+ 2174 1    sleeping *0[32+]     0.00000 0.00000    501 10117+   233+    1361+     1759+     7499+     4134+     5841+      96+     154      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
1998  IMAutomaticHisto 0.0  00:00.16 2     2   64+    1820K+ 0B     1120K+ 1998 1    sleeping  0[0]       0.00000 0.00000    501 7963+    186+    742+      425+      3151+     1828+     1594+      61+     75       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
1872  MTLCompilerServi 0.0  00:00.08 2     2   27+    5904K+ 0B     5900K+ 1872 1    sleeping *0[2+]      0.00000 0.00000    501 5270+    440+    133+      40+       739+      326+      279+       56+     1        0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
1871  MTLCompilerServi 0.0  00:00.28 2     2   24+    9300K+ 0B     7068K+ 1871 1    sleeping *0[24+]     0.00000 0.00000    88  8440+    441+    272+      77+       1453+     482+      359+       337+    1        0.0   0      0      _windowserver      N/A    N/A   N/A   N/A   N/A   N/A  
1596  plugin-container 0.0  01:03.36 26    1   191+   395M+  0B     80M+   1595 1595 sleeping *0[592+]    0.00000 0.00000    501 953065+  79276+  71736+    34297+    1268409+  424190+   408529+    184+    18298    0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
1595  firefox          0.0  05:26.25 60    2   1889+  340M+  0B     86M+   1595 1    sleeping  0[1576+]   0.00000 0.00000    501 2068792+ 635372+ 662049+   272089+   3479878+  2811231+  1898720+   4214+   51778    0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
1545  OSDUIHelper      0.0  00:02.69 3     1   160+   11M+   0B     4424K+ 1545 1    sleeping *0[541+]    0.00000 0.00000    501 11040+   300+    25976+    10772+    38277+    97837+    57023+     67+     4957     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
1544  com.apple.access 0.0  00:00.08 2     2   31+    868K+  0B     668K+  1544 1    sleeping *0[126+]    0.00000 0.00000    501 2846+    128+    1329+     718+      3169+     1624+     1616+      39+     46       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
1417  com.apple.WebKit 0.0  00:01.70 4     1   74+    3360K+ 0B     2888K+ 1417 1    sleeping *1+[559+]   0.00000 0.00000    501 4170+    206+    17640+    8868+     45791+    78746+    42184+     6+      4579     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
1416  com.apple.WebKit 0.0  00:05.44 6     2   105+   13M+   0B     8340K+ 1416 1    sleeping *2+[603+]   0.00000 0.00000    501 21492+   263+    23479+    14172+    116557+   104941+   86741+     796+    10643    0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
1415  com.apple.WebKit 0.0  00:30.08 4     1   110+   98M+   256K+  28M+   1415 1    sleeping  0[8149+]   0.00000 0.00000    501 97250+   365+    103261+   53002+    170052+   348973+   181050+    2534+   9888     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
1414  storeuid         0.0  00:02.37 3     1   170+   6732K+ 0B     4304K+ 1414 1    sleeping *0[868+]    0.00000 0.00000    501 9718+    310+    23667+    10705+    37166+    95483+    55654+     75+     4852     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
1413  MTLCompilerServi 0.0  00:00.08 2     2   24+    5888K+ 0B     5884K+ 1413 1    sleeping *0[2+]      0.00000 0.00000    501 5319+    439+    126+      39+       707+      306+      185+       346+    1        0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
1412  Todoist          0.0  00:16.94 7     1   260+   20M+   0B     10M+   1412 1    sleeping *0[1961+]   0.00000 0.00000    501 39421+   649+    148366+   64789+    199033+   470996+   195519+    691+    5673     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
1056  com.apple.Weathe 0.0  00:00.63 2     2   46+    3132K+ 0B     2740K+ 1056 1    sleeping *0[1+]      0.00000 0.00000    501 7276+    210+    288+      257+      19143+    748+      12629+     10+     4482     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
1055  com.apple.notifi 0.0  00:00.06 2     1   52+    1244K+ 0B     1232K+ 1055 1    sleeping *0[1+]      0.00000 0.00000    501 5227+    153+    387+      283+      1061+     1187+     758+       0       10       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
903   Skype Helper     0.0  01:42.89 35    2   274+   178M+  0B     70M+   893  893  sleeping *1+[35+]    0.00000 0.00000    501 422102+  1762+   506647+   241569+   946000+   1303495+  885439+    8996+   164851   0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
899   Skype Helper     0.0  00:08.49 5     1   107+   39M+   0B     24M+   893  893  sleeping *0[1+]      0.00000 0.00000    501 52555+   1182+   72843+    32355+    93020+    341212+   89385+     1006+   7570     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
897   crashpad_handler 0.0  00:00.05 4     1   42+    1100K+ 0B     1048K+ 896  1    sleeping *0[1+]      0.00000 0.00000    501 2822+    163+    50+       19+       852+      203+      281+       92+     35       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
895   gamecontrollerd  0.0  00:02.76 3     2   47+    1240K+ 0B     832K+  895  1    sleeping *0[50+]     0.00000 0.00000    247 7231+    157+    10136+    353+      94859+    39651+    67488+     32+     6919     0.0   0      0      _gamecontrollerd   N/A    N/A   N/A   N/A   N/A   N/A  
893   Skype            0.0  01:15.76 41    4   850+   70M+   0B     28M+   893  1    sleeping *0[1975+]   0.00000 0.00000    501 149735+  1903+   174243+   95431+    1045071+  694706+   530692+    9452+   23255    0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
891   avconferenced    0.0  00:00.68 2     1   135+   4476K+ 0B     3024K+ 891  1    sleeping *0[1+]      0.00000 0.00000    501 12247+   248+    24776+    10862+    12426+    28644+    15764+     289+    221      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
829   ContextService   0.0  00:02.10 2     2   43+    11M+   0B     4052K+ 829  1    sleeping *0[54+]     0.00000 0.00000    501 13869+   727+    978+      452+      2556+     1423+     5933+      5655+   37       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
787   spindump_agent   0.0  00:00.04 2     2   39+    972K+  0B     896K+  787  1    sleeping *0[2+]      0.00000 0.00000    501 2770+    143+    298+      264+      1345+     647+      621+       5+      29       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
776   plugin_host      0.0  00:00.59 5     1   41+    15M+   0B     15M+   775  775  sleeping *0[4+]      0.00000 0.00000    501 7231+    275+    736+      284+      17334+    1313+     4143+      640+    1        0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
775   Sublime Text     0.0  00:15.30 10    1   234+   27M+   0B     20M+   775  1    sleeping  0[1765+]   0.00000 0.00000    501 61606+   411+    104476+   31219+    119245+   339163+   152340+    1414+   9067     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
703   QuickLookUIServi 0.0  00:02.80 4     1   158+   6232K+ 0B     4280K+ 703  1    sleeping  0[3085+]   0.00000 0.00000    501 18697+   374+    31254+    11567+    41943+    108626+   58795+     113+    1362     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
700   com.apple.appkit 0.0  00:06.90 4     1   239+   28M+   0B     20M+   700  1    sleeping  0[4009+]   0.00000 0.00000    501 36642+   448+    58642+    20000+    78060+    154998+   82391+     1504+   1448     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
694   mdwrite          0.0  00:00.26 2     2   68+    2340K+ 0B     1260K+ 694  1    sleeping *0[1+]      0.00000 0.00000    501 4187+    184+    598+      2393+     10470+    3054+     8088+      24+     69       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
648   diskmanagementd  0.0  00:00.10 26    1   296+   2220K+ 0B     1556K+ 648  1    sleeping *0[1+]      0.00000 0.00000    0   3228+    203+    2361+     885+      2078+     3890+     1561+      57+     55       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
631   assertiond       0.0  00:00.37 2     1   74+    2076K+ 0B     1384K+ 631  1    sleeping *0[232+]    0.00000 0.00000    501 5807+    156+    2727+     1240+     4678+     2996+     3177+      341+    279      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
630   storedownloadd   0.0  00:00.14 2     1   52+    3132K+ 0B     3092K+ 630  1    sleeping *0[1+]      0.00000 0.00000    501 6409+    203+    422+      298+      1468+     1222+     793+       83+     16       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
629   appstoreagent    0.0  00:02.72 2     1   89+    6588K+ 0B     5612K+ 629  1    sleeping *0[13+]     0.00000 0.00000    501 23032+   280+    5136+     2243+     74758+    18383+    45842+     500+    9091     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
628   cdpd             0.0  00:00.06 2     1   34+    1140K+ 0B     1084K+ 628  1    sleeping *0[9+]      0.00000 0.00000    501 4004+    143+    308+      159+      1135+     634+      479+       51+     10       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
627   com.apple.sbd    0.0  00:01.48 3     1   78+    10M+   0B     8508K+ 627  1    sleeping *0[18+]     0.00000 0.00000    501 15410+   239+    1485+     3184+     37636+    7707+     20371+     206+    4607     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
626   EscrowSecurityAl 0.0  00:00.11 2     1   58+    1700K+ 0B     1368K+ 626  1    sleeping  0[0]       0.00000 0.00000    501 9206+    162+    434+      305+      1357+     1283+     816+       73+     17       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
622   mobileactivation 0.0  00:00.03 2     1   46+    856K+  0B     844K+  622  1    sleeping  0[0]       0.00000 0.00000    501 1790+    138+    172+      63+       558+      417+      203+       17+     2        0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
619   rtcreportingd    0.0  00:01.05 3     1   45+    4104K+ 0B     3424K+ 619  1    sleeping *0[1+]      0.00000 0.00000    0   4178+    186+    446+      3092+     28385+    4079+     20336+     24+     5769     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
618   installerdiagd   0.0  00:00.02 2     2   20+    696K+  0B     692K+  618  1    sleeping  0[0]       0.00000 0.00000    0   1520+    131+    91+       42+       389+      167+      64+        1+      2        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
617   com.apple.PhotoI 0.0  00:00.07 2     2   39+    1320K+ 0B     1208K+ 617  1    sleeping *0[1+]      0.00000 0.00000    501 6828+    169+    222+      251+      1559+     579+      668+       1+      32       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
616   photoanalysisd   0.0  00:02.23 3     2   104+   19M+   0B     15M+   616  1    sleeping *0[311+]    0.00000 0.00000    501 27642+   942+    4273+     1506+     34242+    8549+     16274+     3713+   1305     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
615   com.apple.photom 0.0  00:00.88 2     1   53+    7700K+ 0B     5676K+ 615  1    sleeping *0[1+]      0.00000 0.00000    501 12400+   622+    635+      381+      22049+    1714+     14626+     140+    4943     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
614   ScopedBookmarkAg 0.0  00:00.46 2     2   48+    5856K+ 0B     4340K+ 614  1    sleeping *0[68+]     0.00000 0.00000    501 6781+    180+    898+      3157+     14604+    3983+     6434+      9+      106      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
613   photolibraryd    0.0  00:01.30 2     2   76+    9224K+ 0B     9104K+ 613  1    sleeping *0[13+]     0.00000 0.00000    501 15344+   413+    2598+     889+      17993+    4979+     6476+      1848+   44       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
611   com.apple.CloudP 0.0  00:00.63 2     1   64+    7564K+ 0B     6196K+ 611  1    sleeping *0[187+]    0.00000 0.00000    501 16949+   619+    3019+     992+      9880+     5930+     5095+      1051+   165      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
608   cloudphotosd     0.0  00:04.62 5     1   209+   17M+   0B     14M+   608  1    sleeping *0[1305+]   0.00000 0.00000    501 22879+   846+    29762+    13442+    77035+    115371+   78772+     1742+   12030    0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
586   FMIPClientXPCSer 0.0  00:00.12 2     1   38+    1840K+ 0B     1792K+ 586  1    sleeping *0[3+]      0.00000 0.00000    501 5419+    230+    446+      316+      1470+     1293+     970+       398+    17       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
584   siriknowledged   0.0  00:00.15 2     2   42+    2036K+ 0B     1664K+ 584  1    sleeping *0[3+]      0.00000 0.00000    501 6730+    208+    656+      416+      3798+     1208+     1702+      144+    61       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
581   com.apple.iTunes 0.0  00:00.26 2     2   47+    2056K+ 0B     1588K+ 581  1    sleeping  0[0]       0.00000 0.00000    501 6690+    188+    357+      2952+     7930+     3434+     5417+      74+     82       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
578   assistant_servic 0.0  00:03.67 3     1   139+   15M+   0B     10M+   578  1    sleeping *0[444+]    0.00000 0.00000    501 57009+   832+    4756+     6075+     73338+    13941+    35561+     1725+   5244     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
577   com.apple.audio. 0.0  00:00.02 2     2   22+    904K+  0B     896K+  577  1    sleeping  0[0]       0.00000 0.00000    501 2578+    143+    113+      37+       494+      241+      107+       0       1        0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
573   com.apple.audio. 0.0  00:00.01 2     2   17+    840K+  0B     836K+  573  1    sleeping *0[2+]      0.00000 0.00000    501 2557+    142+    98+       34+       445+      208+      63+        0       1        0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
572   AudioComponentRe 0.0  00:00.21 2     1   75+    4956K+ 0B     4144K+ 572  1    sleeping *0[36+]     0.00000 0.00000    501 6640+    454+    1046+     544+      15259+    2623+     1411+      13+     9        0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
552   trustd           0.0  00:00.60 2     2   40+    4308K+ 0B     4092K+ 552  1    sleeping *0[182+]    0.00000 0.00000    502 5228+    166+    1329+     502+      7909+     3572+     3057+      11+     103      0.0   0      0      postgres           N/A    N/A   N/A   N/A   N/A   N/A  
550   lsd              0.0  00:00.08 2     1   48+    1512K+ 0B     1408K+ 550  1    sleeping *0[14+]     0.00000 0.00000    502 4428+    164+    533+      361+      2001+     1365+     789+       663+    23       0.0   0      0      postgres           N/A    N/A   N/A   N/A   N/A   N/A  
549   cfprefsd         0.0  00:00.14 2     2   29+    580K+  0B     344K+  549  1    sleeping *0[751+]    0.00000 0.00000    502 1004+    93+     3797+     1090+     5837+     3870+     1995+      0       13       0.0   0      0      postgres           N/A    N/A   N/A   N/A   N/A   N/A  
547   SiriNCService    0.0  00:09.28 4     1   155+   4200K+ 0B     1952K+ 547  1    sleeping *0[8546+]   0.00000 0.00000    501 14272+   310+    330814+   101213+   107664+   412817+   99988+     118+    2054     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
529   keyboardservices 0.0  00:00.74 2     1   65+    4056K+ 0B     2272K+ 529  1    sleeping *0[8+]      0.00000 0.00000    501 10881+   215+    1197+     1207+     20009+    3474+     11858+     281+    2432     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
528   AppleSpell       0.0  00:12.52 2     1   142+   32M+   0B     18M+   528  1    sleeping *0[1+]      0.00000 0.00000    501 49429+   490+    22483+    5580+     139414+   36717+    36700+     11397+  114      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
527   distnoted        0.0  00:00.09 2     1   33+    2096K+ 0B     1792K+ 527  1    sleeping *0[1+]      0.00000 0.00000    89  1250+    95+     1252+     934+      2840+     1962+     1215+      0       0        0.0   0      0      _spotlight         N/A    N/A   N/A   N/A   N/A   N/A  
519   trustd           0.0  00:00.93 2     2   36+    4856K+ 0B     4568K+ 519  1    sleeping *0[243+]    0.00000 0.00000    89  6499+    187+    1767+     3064+     16138+    7083+     7465+      8+      147      0.0   0      0      _spotlight         N/A    N/A   N/A   N/A   N/A   N/A  
513   suggestd         0.0  00:17.16 2     1   239+   22M+   320K+  11M+   513  1    sleeping *0[1741+]   0.00000 0.00000    501 74961+   510+    36036+    9280+     175494+   113403+   82678+     9404+   1042     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
512   corespotlightd   0.0  00:08.90 3     1   88+    8988K+ 16K+   6184K+ 512  1    sleeping *0[1103+]   0.00000 0.00000    501 72971+   213+    47294+    17362+    136320+   83216+    76693+     6142+   1208     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
510   Telegram         0.0  05:56.81 19    5   1725+  242M+  560K+  120M+  510  1    sleeping  0[2947+]   0.00000 0.00000    501 1742490+ 47485+  1339975+  381055+   3014778+  3618917+  2433846+   14783+  39919    0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
509   com.apple.Safari 0.0  00:00.17 2     1   42+    3384K+ 0B     2116K+ 509  1    sleeping *0[66+]     0.00000 0.00000    501 5940+    181+    621+      348+      4416+     1355+     1105+      6+      6        0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
506   findmydevice-use 0.0  00:00.11 2     1   57+    2800K+ 0B     2300K+ 506  1    sleeping *0[61+]     0.00000 0.00000    501 5890+    176+    676+      381+      1590+     1984+     1206+      12+     26       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
504   USBAgent         0.0  00:00.06 2     2   32+    2200K+ 0B     2128K+ 504  1    sleeping  0[0]       0.00000 0.00000    501 3888+    147+    277+      101+      981+      550+      548+       19+     18       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
503   ReportCrash      0.0  00:00.02 3     1   31+    912K+  0B     896K+  503  1    sleeping  0[0]       0.00000 0.00000    0   2498+    151+    72+       31+       395+      194+      129+       40+     1        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
502   com.apple.iTunes 0.0  00:00.23 2     2   49+    2032K+ 0B     1784K+ 502  1    sleeping *0[5+]      0.00000 0.00000    501 5811+    188+    299+      2963+     7853+     3382+     5191+      116+    80       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
501   media-indexer    0.0  00:01.28 2     1   49+    11M+   0B     11M+   501  1    sleeping *0[2+]      0.00000 0.00000    501 28542+   174+    358+      248+      4974+     1015+     2328+      324+    10       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
500   AppleCameraAssis 0.0  00:00.28 4     1   75+    1060K+ 0B     644K+  500  1    sleeping *0[1+]      0.00000 0.00000    262 2776+    178+    12849+    3916+     5654+     16602+    5391+      55+     2        0.0   0      0      _cmiodalassistants N/A    N/A   N/A   N/A   N/A   N/A  
495   com.apple.Safari 0.0  00:06.73 4     1   61+    7536K+ 0B     2588K+ 495  1    sleeping *0[758+]    0.00000 0.00000    501 18054+   220+    9313+     7827+     129890+   23129+    73926+     17+     5357     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
494   com.apple.cmio.r 0.0  00:00.03 2     2   22+    604K+  0B     528K+  494  1    sleeping *0[1+]      0.00000 0.00000    0   1745+    93+     155+      237+      1144+     416+      558+       1+      30       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
487   akd              0.0  00:00.70 2     1   45+    2080K+ 0B     1480K+ 487  1    sleeping *0[1+]      0.00000 0.00000    0   5652+    205+    1026+     484+      21226+    2420+     15767+     6+      5112     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
483   systemstats      0.0  00:00.52 2     1   75+    1544K+ 0B     932K+  55   55   sleeping  0[0]       0.00000 0.00000    0   7129+    180+    7199+     3245+     11216+    13376+    13709+     105+    450      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
479   nfcd             0.0  00:00.12 2     1   49+    1716K+ 0B     1032K+ 479  1    sleeping *0[1+]      0.00000 0.00000    260 3412+    197+    459+      285+      1479+     1400+     1012+      285+    24       0.0   0      0      _applepay          N/A    N/A   N/A   N/A   N/A   N/A  
478   com.apple.WebKit 0.0  01:32.28 7     1   157+   206M+  0B     65M+   478  1    sleeping  0[17368+]  0.00000 0.00000    501 275030+  456+    310910+   221103+   516276+   1286331+  474290+    4293+   21346    0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
477   sysmond          0.0  00:04.51 2     2   16+    940K+  0B     396K+  477  1    sleeping *0[5+]      0.00000 0.00000    0   5668+    130+    254016+   114739+   205459+   234337+   56914+     124+    55       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
476   dmd              0.0  00:00.14 2     1   38+    2148K+ 0B     1916K+ 476  1    sleeping  0[0]       0.00000 0.00000    0   6448+    232+    626+      659+      1807+     2592+     1723+      46+     18       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
475   LaterAgent       0.0  00:02.57 3     1   144+   4536K+ 0B     2468K+ 475  1    sleeping *0[1+]      0.00000 0.00000    501 9761+    254+    26382+    12055+    43918+    111324+   57091+     15+     5313     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
468   distnoted        0.0  00:00.08 2     1   32+    2032K+ 0B     1752K+ 468  1    sleeping *0[1+]      0.00000 0.00000    205 1133+    95+     894+      853+      2653+     1849+     1273+      0       0        0.0   0      0      _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
466   coresymbolicatio 0.0  00:00.07 2     2   25+    2172K+ 0B     1956K+ 466  1    sleeping *0[134+]    0.00000 0.00000    0   2583+    166+    902+      313+      1568+     1005+     483+       22+     4        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
461   storeassetd      0.0  00:04.24 5     2   167+   12M+   0B     9400K+ 461  1    sleeping *417+[8+]   0.00000 0.00000    501 18936+   414+    27731+    13510+    69287+    111331+   70097+     435+    9419     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
455   dprivacyd        0.0  00:00.89 2     2   80+    3484K+ 0B     2108K+ 455  1    sleeping *0[347+]    0.00000 0.00000    0   6033+    170+    5261+     1866+     15449+    11369+    7616+      67+     138      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
454   com.apple.WebKit 0.0  00:03.81 4     1   98+    7620K+ 0B     5580K+ 454  1    sleeping *1+[2888+]  0.00000 0.00000    501 14706+   230+    33861+    18434+    108139+   158969+   81647+     258+    5309     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
453   com.apple.Safari 0.0  00:03.56 2     2   60+    4676K+ 0B     4208K+ 453  1    sleeping *0[6+]      0.00000 0.00000    501 24657+   180+    555+      2080+     38555+    2937+     23131+     2754+   5029     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
452   SafariNotificati 0.0  00:00.11 2     1   53+    3160K+ 0B     2776K+ 452  1    sleeping *0[1+]      0.00000 0.00000    501 7677+    187+    373+      285+      1414+     1176+     1069+      7+      13       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
