Processes: 406 total, 2 running, 404 sleeping, 1604 threads 
2018/10/10 16:34:20
Load Avg: 2.02, 2.24, 2.00 
CPU usage: 9.18% user, 22.44% sys, 68.36% idle 
SharedLibs: 239M resident, 65M data, 24M linkedit.
MemRegions: 68151 total, 3376M resident, 94M private, 623M shared.
PhysMem: 8150M used (1519M wired), 41M unused.
VM: 2500G vsize, 1313M framework vsize, 639804(0) swapins, 686930(0) swapouts.
Networks: packets: 1232368/1406M in, 906203/92M out.
Disks: 662728/12G read, 684821/11G written.

PID   COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM    PURG   CMPRS  PGRP PPID STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS   COW     MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW        PAGEINS IDLEW    POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
451   SafariCloudHisto 0.0  00:12.01 5     4   54+    1748K+ 0B     912K+  451  1    sleeping *0[1+]      0.00000 0.00000    501 7015+    168+    50481+    476+      358476+   200070+   359427+    23+     33269    0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
449   SafariBookmarksS 0.0  00:22.07 6     4   74+    7688K+ 0B     3340K+ 449  1    sleeping *0[1+]      0.00000 0.00000    501 22371+   236+    85609+    10469+    582614+   271105+   426188+    431+    33340    0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
447   storelegacy      0.0  00:00.11 2     1   49+    2840K+ 0B     2820K+ 447  1    sleeping *0[3+]      0.00000 0.00000    501 6205+    181+    519+      300+      1311+     1361+     994+       15+     12       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
446   com.apple.WebKit 0.0  03:48.02 9     3   166+   34M+   0B     6532K+ 446  1    sleeping *2+[2930+]  0.00000 0.00000    501 763101+  277+    416716+   128440+   6511195+  1737916+  2578512+   76311+  32156    0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
445   com.apple.WebKit 0.0  00:34.76 4     1   110+   198M+  0B     43M+   445  1    sleeping  0[10396+]  0.00000 0.00000    501 248996+  398+    51422+    29747+    215900+   2299754+  164569+    3540+   6644     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
444   com.apple.hiserv 0.0  00:05.79 2     2   55+    1180K+ 0B     392K+  444  1    sleeping *0[12008+]  0.00000 0.00000    501 11768+   130+    92679+    17560+    83559+    87582+    60535+     5+      69       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
442   ipcserver        0.0  00:00.01 1     0   23+    704K+  0B     696K+  442  1    sleeping *0[1+]      0.00000 0.00000    501 1529+    127+    91+       27+       373+      222+      82+        0       0        0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
441   suhelperd        0.0  00:00.07 2     1   52+    1488K+ 0B     1436K+ 441  1    sleeping *0[13+]     0.00000 0.00000    0   4120+    172+    419+      264+      1204+     894+      501+       27+     16       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
440   softwareupdated  0.0  00:13.69 3     1   86+    22M+   0B     22M+   440  1    sleeping *0[23+]     0.00000 0.00000    200 41663+   599+    20334+    13012+    127684+   76009+    50549+     428+    3550     0.0   0      0      _softwareupdate    N/A    N/A   N/A   N/A   N/A   N/A  
439   com.apple.Safari 0.0  00:04.49 3     1   42+    4580K+ 448K+  2584K+ 439  1    sleeping *0[1084+]   0.00000 0.00000    501 16964+   186+    8097+     3037+     134546+   20900+    32092+     186+    495      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
438   softwareupdate_n 0.0  00:00.08 2     1   52+    2576K+ 0B     2228K+ 438  1    sleeping *0[1+]      0.00000 0.00000    501 4531+    163+    519+      313+      1279+     1429+     996+       49+     17       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
435   Safari           0.0  15:59.29 7     1   738+   98M+   2704K+ 20M+   435  1    sleeping *0[10047+]  0.00000 0.00000    501 1734094+ 2040+   8055306+  2965237+  7605738+  23917417+ 9123202+   18265+  75743    0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
425   postgres         0.0  00:00.03 1     0   8+     784K+  0B     532K+  425  378  sleeping *0[1+]      0.00000 0.00000    501 600+     85+     10+       5+        610+      15+       380+       6+      179      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
424   postgres         0.0  00:00.78 1     0   8+     428K+  0B     252K+  424  378  sleeping *0[1+]      0.00000 0.00000    501 353+     63+     12+       5+        7418+     15+       2030+      8+      2        0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
423   postgres         0.0  00:00.49 1     0   8+     1000K+ 0B     524K+  423  378  sleeping *0[1+]      0.00000 0.00000    501 800+     82+     11+       5+        13869+    15+       3483+      109+    1072     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
422   postgres         0.0  00:00.47 1     0   8+     4628K+ 0B     4544K+ 422  378  sleeping *0[1+]      0.00000 0.00000    501 1366+    65+     10+       5+        10376+    15+       11993+     4+      6362     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
421   postgres         0.0  00:00.52 1     0   8+     1656K+ 0B     1556K+ 421  378  sleeping *0[1+]      0.00000 0.00000    501 655+     68+     10+       5+        10595+    15+       12383+     10+     6429     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
420   postgres         0.0  00:00.02 1     0   8+     1744K+ 0B     1660K+ 420  378  sleeping *0[1+]      0.00000 0.00000    501 699+     84+     10+       5+        447+      15+       314+       21+     100      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
411   iconservicesagen 0.0  00:00.36 2     2   42+    2708K+ 0B     2616K+ 411  1    sleeping  0[0]       0.00000 0.00000    0   6336+    153+    320+      290+      16736+    1808+     2038+      324+    39       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
398   AssetCache       0.0  00:00.13 2     1   43+    3404K+ 0B     3184K+ 398  1    sleeping *0[5+]      0.00000 0.00000    235 5201+    237+    402+      319+      1590+     1200+     1026+      251+    19       0.0   0      0      _assetcache        N/A    N/A   N/A   N/A   N/A   N/A  
397   AssetCacheLocato 0.0  00:01.10 3     1   62+    3728K+ 0B     2072K+ 397  1    sleeping *0[232+]    0.00000 0.00000    501 7088+    189+    2122+     3676+     32862+    6971+     23415+     197+    5330     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
396   CMFSyncAgent     0.0  00:00.07 2     1   45+    1232K+ 0B     764K+  396  1    sleeping *0[1+]      0.00000 0.00000    501 3516+    139+    601+      429+      1378+     1592+     937+       1+      33       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
388   adprivacyd       0.0  00:01.25 2     1   77+    4924K+ 0B     4112K+ 388  1    sleeping  0[0]       0.00000 0.00000    501 15470+   233+    1361+     2325+     31069+    4598+     23152+     503+    5188     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
386   diagnostics_agen 0.0  00:02.16 2     1   71+    3128K+ 0B     1612K+ 386  1    sleeping  0[0]       0.00000 0.00000    501 17971+   206+    13247+    7443+     33775+    19964+    26399+     359+    539      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
385   nbagent          0.0  00:03.55 4     1   185+   6440K+ 0B     3632K+ 385  1    sleeping *0[1175+]   0.00000 0.00000    501 14322+   281+    27862+    15610+    62853+    114971+   76677+     40+     9038     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
382   cloudpaird       0.0  00:18.21 2     1   100+   3892K+ 0B     2728K+ 382  1    sleeping *0[229+]    0.00000 0.00000    501 10815+   204+    11543+    13447+    5828+     845804+   334510+    94+     82       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
381   knowledge-agent  0.0  00:07.27 2     1   93+    10M+   1856K+ 3452K+ 381  1    sleeping *0[315+]    0.00000 0.00000    501 29141+   224+    13411+    5411+     104298+   53009+    37777+     538+    3895     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
380   AirPlayUIAgent   0.0  00:02.72 3     1   146+   3440K+ 0B     1604K+ 380  1    sleeping *0[739+]    0.00000 0.00000    501 8496+    250+    28625+    12559+    43265+    113805+   64042+     33+     5655     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
379   AGMService       0.0  00:00.13 2     1   50+    2600K+ 0B     2208K+ 379  1    sleeping *0[1+]      0.00000 0.00000    501 4183+    187+    439+      317+      3955+     1305+     1207+      176+    19       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
378   postgres         0.0  00:00.24 1     0   21+    12M+   0B     11M+   378  1    sleeping *0[1+]      0.00000 0.00000    501 4763+    407+    102+      35+       6613+     220+      1957+      381+    541      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
375   com.tunnelbear.m 0.0  00:00.03 2     1   28+    908K+  0B     904K+  375  1    sleeping *0[1+]      0.00000 0.00000    501 2495+    150+    92+       29+       449+      228+      210+       24+     2        0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
374   icdd             0.0  00:00.27 2     1   59+    4720K+ 0B     3948K+ 374  1    sleeping *0[1+]      0.00000 0.00000    501 5869+    183+    2606+     1333+     1937+     3153+     1953+      107+    16       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
373   Siri             0.0  00:11.40 3     1   148+   5016K+ 0B     2420K+ 373  1    sleeping *0[1+]      0.00000 0.00000    501 12750+   271+    236781+   71964+    101476+   383694+   138170+    190+    5064     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
372   dmd              0.0  00:00.24 2     1   50+    2336K+ 0B     1924K+ 372  1    sleeping *0[20+]     0.00000 0.00000    501 7542+    235+    949+      733+      2058+     3177+     2321+      626+    21       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
369   SocialPushAgent  0.0  00:00.19 2     1   49+    1372K+ 0B     772K+  369  1    sleeping *0[68+]     0.00000 0.00000    501 5406+    158+    1677+     371+      1306+     3134+     2408+      116+    15       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
367   corespeechd      0.0  00:00.07 2     1   39+    1188K+ 0B     856K+  367  1    sleeping *0[1+]      0.00000 0.00000    501 5813+    160+    330+      246+      1196+     1080+     926+       231+    15       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
366   SafeEjectGPUServ 0.0  00:00.06 2     2   52+    1620K+ 0B     1404K+ 366  1    sleeping *0[1+]      0.00000 0.00000    501 4093+    175+    506+      390+      1517+     786+      609+       13+     33       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
365   SafeEjectGPUAgen 0.0  00:00.01 2     2   34+    960K+  0B     948K+  365  1    sleeping *0[1+]      0.00000 0.00000    501 2507+    145+    143+      50+       510+      309+      80+        0       0        0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
364   assistantd       0.0  00:04.35 2     1   226+   12M+   0B     7908K+ 364  1    sleeping *0[947+]    0.00000 0.00000    501 32937+   633+    15882+    8924+     67452+    35253+    42140+     4090+   6113     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
363   swcd             0.0  00:00.23 2     1   54+    3548K+ 0B     3204K+ 363  1    sleeping  0[0]       0.00000 0.00000    501 6917+    155+    629+      3187+     7768+     4351+     5311+      24+     67       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
362   deleted          0.0  00:00.35 2     2   55+    3512K+ 0B     3360K+ 362  1    sleeping *0[8+]      0.00000 0.00000    501 6385+    181+    1596+     688+      6711+     3092+     2722+      160+    43       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
361   followupd        0.0  00:00.92 2     1   87+    2784K+ 0B     996K+  361  1    sleeping *2+[7+]     0.00000 0.00000    501 6655+    201+    9237+     4450+     24148+    38757+    17928+     108+    2280     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
356   adid             0.0  00:02.01 2     1   33+    3124K+ 0B     484K+  356  1    sleeping *0[1429+]   0.00000 0.00000    265 7715+    142+    13545+    2230+     67806+    23763+    6162+      584+    9        0.0   0      0      _fpsd              N/A    N/A   N/A   N/A   N/A   N/A  
355   fileproviderd    0.0  00:00.31 2     1   76+    2684K+ 0B     2552K+ 355  1    sleeping *0[81+]     0.00000 0.00000    501 8118+    193+    1537+     676+      6163+     3108+     2618+      132+    44       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
354   distnoted        0.0  00:00.09 2     1   32+    2008K+ 0B     1712K+ 354  1    sleeping *0[1+]      0.00000 0.00000    0   1163+    95+     976+      893+      2843+     1940+     1380+      0       0        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
353   ViewBridgeAuxili 0.0  00:08.43 2     1   62+    1652K+ 0B     884K+  353  1    sleeping *0[30672+]  0.00000 0.00000    0   5678+    177+    294139+   100710+   94740+    369610+   147518+    6+      5059     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
352   WiFiAgent        0.0  00:03.41 4     1   160+   5636K+ 0B     3388K+ 352  1    sleeping *0[1280+]   0.00000 0.00000    501 12629+   254+    28571+    12738+    44603+    112677+   68150+     27+     5428     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
351   LocationMenu     0.0  00:06.12 3     1   163+   12M+   0B     4936K+ 351  1    sleeping *0[750+]    0.00000 0.00000    501 12354+   285+    38908+    14052+    60296+    133404+   75300+     36+     5979     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
350   IMRemoteURLConne 0.0  00:00.45 3     1   69+    3512K+ 0B     2696K+ 350  1    sleeping *0[49+]     0.00000 0.00000    501 7868+    201+    1578+     5428+     14682+    9805+     12344+     0       250      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
349   ProtectedCloudKe 0.0  00:00.15 2     1   67+    2300K+ 0B     1652K+ 349  1    sleeping *0[19+]     0.00000 0.00000    501 6467+    189+    942+      500+      3638+     2042+     1713+      73+     46       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
348   pbs              0.0  00:00.28 2     2   44+    1904K+ 0B     1204K+ 348  1    sleeping *0[38+]     0.00000 0.00000    501 6276+    149+    854+      484+      4880+     1449+     2149+      26+     48       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
347   APFSUserAgent    0.0  00:00.03 2     2   32+    840K+  0B     756K+  347  1    sleeping *0[1+]      0.00000 0.00000    501 2623+    128+    237+      272+      1336+     547+      626+       2+      28       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
346   atsd             0.0  00:01.15 2     1   79+    4292K+ 0B     2284K+ 346  1    sleeping *0[45+]     0.00000 0.00000    501 14779+   741+    2085+     722+      84221+    13446+    12336+     1030+   545      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
345   ContainerMetadat 0.0  00:00.31 2     1   45+    1924K+ 0B     1868K+ 345  1    sleeping *0[47+]     0.00000 0.00000    501 7830+    189+    1698+     619+      5235+     3064+     2330+      17+     19       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
344   networkservicepr 0.0  00:00.32 2     1   55+    3768K+ 0B     2772K+ 344  1    sleeping *0[1+]      0.00000 0.00000    501 4810+    179+    541+      3379+     12020+    4657+     10564+     98+     118      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
342   IMRemoteURLConne 0.0  00:00.43 3     1   69+    3036K+ 0B     2388K+ 342  1    sleeping *0[49+]     0.00000 0.00000    501 7316+    201+    1546+     5493+     15418+    9848+     12747+     0       234      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
341   IMRemoteURLConne 0.0  00:00.49 2     1   28+    896K+  0B     744K+  341  1    sleeping *0[16+]     0.00000 0.00000    501 2715+    133+    3883+     1265+     6474+     6368+     3822+      5+      30       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
340   IMRemoteURLConne 0.0  00:00.42 3     1   69+    2956K+ 0B     2244K+ 340  1    sleeping *0[49+]     0.00000 0.00000    501 7271+    201+    1541+     5493+     14962+    9845+     12637+     17+     214      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
338   captiveagent     0.0  00:00.20 4     1   43+    2424K+ 0B     2040K+ 338  1    sleeping *0[2+]      0.00000 0.00000    258 3936+    149+    375+      3131+     7240+     4036+     5581+      169+    63       0.0   0      0      _captiveagent      N/A    N/A   N/A   N/A   N/A   N/A  
337   familycircled    0.0  00:00.14 2     2   44+    2452K+ 0B     2344K+ 337  1    sleeping *0[10+]     0.00000 0.00000    501 6999+    177+    375+      281+      2309+     949+      1419+      32+     32       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
336   findmydeviced    0.0  00:01.00 3     1   94+    3236K+ 0B     2520K+ 336  1    sleeping *0[8+]      0.00000 0.00000    0   11788+   288+    1295+     3324+     27706+    5468+     21140+     392+    5294     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
335   PAH_Extension    0.0  00:05.46 4     1   224+   5776K+ 0B     2916K+ 335  1    sleeping  0[8912+]   0.00000 0.00000    501 15560+   425+    67023+    21515+    84781+    179103+   106420+    96+     1903     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
334   nsurlstoraged    0.0  00:19.44 2     1   188+   12M+   0B     8212K+ 334  1    sleeping *0[2562+]   0.00000 0.00000    501 69370+   161+    21192+    6060+     86845+    36127+    75598+     109+    776      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
332   com.apple.Ambien 0.0  00:06.42 4     1   69+    2112K+ 0B     764K+  332  1    sleeping *1+[1+]     0.00000 0.00000    0   7968+    165+    84390+    9074+     54401+    163546+   127542+    51+     30071    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
329   ctkd             0.0  00:00.05 2     2   30+    2228K+ 0B     2152K+ 329  1    sleeping *0[1+]      0.00000 0.00000    501 3930+    150+    198+      250+      1469+     534+      654+       0       30       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
328   MenuMetersApp    0.0  02:37.09 6     4   175+   6728K+ 0B     2844K+ 328  1    sleeping *0[1586+]   0.00000 0.00000    501 304978+  275+    787940+   299696+   1368248+  1901952+  1165946+   501+    68431    0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
327   ctkahp           0.0  00:00.07 2     1   48+    2428K+ 0B     1892K+ 327  1    sleeping *0[97+]     0.00000 0.00000    501 3771+    155+    832+      384+      1530+     1591+     969+       7+      12       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
325   imklaunchagent   0.0  00:01.82 2     1   138+   3140K+ 0B     2192K+ 325  1    sleeping *0[1+]      0.00000 0.00000    501 6923+    258+    21781+    10655+    33246+    92796+    45664+     308+    4651     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
324   backgroundtaskma 0.0  00:00.28 2     2   65+    2600K+ 0B     1932K+ 324  1    sleeping *0[8+]      0.00000 0.00000    501 5728+    198+    465+      3144+     9451+     3754+     5567+      33+     87       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
323   ctkahp           0.0  00:00.08 2     1   32+    2348K+ 0B     1808K+ 323  1    sleeping *0[80+]     0.00000 0.00000    0   3497+    150+    761+      270+      1615+     1144+     804+       16+     18       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
319   CrashReporterSup 0.0  00:00.04 2     1   31+    1028K+ 0B     1000K+ 319  1    sleeping *0[5+]      0.00000 0.00000    0   2462+    130+    349+      306+      1016+     1061+     608+       2+      11       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
318   analyticsd       0.0  00:03.61 2     1   65+    2916K+ 0B     1688K+ 318  1    sleeping *0[1+]      0.00000 0.00000    263 9392+    203+    11707+    5152+     37271+    17741+    12792+     843+    553      0.0   0      0      _analyticsd        N/A    N/A   N/A   N/A   N/A   N/A  
317   routined         0.0  00:07.17 2     1   149+   12M+   128K+  6972K+ 317  1    sleeping *0[315+]    0.00000 0.00000    501 42580+   432+    14502+    4816+     102672+   43577+    46826+     3659+   1481     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
316   CoreLocationAgen 0.0  00:03.06 3     1   153+   5764K+ 0B     3440K+ 316  1    sleeping *0[1+]      0.00000 0.00000    501 9438+    281+    26258+    14952+    53628+    114351+   66608+     19+     5307     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
315   CloudKeychainPro 0.0  00:00.17 2     1   48+    4272K+ 0B     2076K+ 315  1    sleeping *0[3+]      0.00000 0.00000    501 5608+    148+    937+      583+      2935+     1595+     1466+      41+     46       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
313   nsurlsessiond    0.0  00:10.37 4     1   99+    9576K+ 0B     6628K+ 313  1    sleeping *0[1338+]   0.00000 0.00000    501 20161+   239+    23662+    12313+    160973+   52481+    101407+    47+     6291     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
312   cloudd           0.0  01:05.58 7     1   532+   25M+   248K+  12M+   312  1    sleeping *1126+[1+]  0.00000 0.00000    501 62020+   350+    104004+   37227+    980796+   215745+   424057+    3309+   8443     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
311   fmfd             0.0  00:01.23 3     1   106+   11M+   0B     10M+   311  1    sleeping *0[100+]    0.00000 0.00000    501 14006+   282+    2217+     5562+     35241+    9906+     26564+     212+    5266     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
310   systemsoundserve 0.0  00:00.79 2     2   80+    4468K+ 132K+  3072K+ 310  1    sleeping *0[1+]      0.00000 0.00000    0   10436+   324+    11644+    4237+     13522+    19328+    14271+     349+    245      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
309   nsurlstoraged    0.0  00:00.46 2     1   40+    2004K+ 0B     1876K+ 309  1    sleeping *0[23+]     0.00000 0.00000    243 6270+    148+    742+      424+      1694+     1827+     1621+      51+     10       0.0   0      0      _nsurlstoraged     N/A    N/A   N/A   N/A   N/A   N/A  
307   trustd           0.0  00:00.64 2     2   40+    4696K+ 0B     4160K+ 307  1    sleeping *0[3+]      0.00000 0.00000    205 7967+    187+    793+      3187+     14155+    4707+     7608+      14+     210      0.0   0      0      _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
306   cfprefsd         0.0  00:00.19 2     2   35+    576K+  0B     320K+  306  1    sleeping *0[907+]    0.00000 0.00000    205 985+     95+     4684+     1318+     7073+     4727+     2786+      0       1        0.0   0      0      _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
305   secinitd         0.0  00:00.22 2     2   43+    3612K+ 0B     3072K+ 305  1    sleeping *0[3+]      0.00000 0.00000    205 4685+    172+    252+      3055+     7815+     3395+     4954+      0       67       0.0   0      0      _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
304   com.apple.geod   0.0  00:01.60 3     1   56+    8316K+ 0B     4276K+ 304  1    sleeping *0[5+]      0.00000 0.00000    205 14461+   269+    1059+     506+      29720+    2963+     18627+     251+    4794     0.0   0      0      _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
303   akd              0.0  00:03.26 3     1   100+   10M+   0B     7136K+ 303  1    sleeping *0[1167+]   0.00000 0.00000    501 27094+   223+    19170+    10307+    75647+    31385+    45480+     396+    5438     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
302   CalNCService     0.0  00:04.64 2     1   116+   9412K+ 0B     4556K+ 302  1    sleeping *0[680+]    0.00000 0.00000    501 24752+   355+    20309+    7151+     46374+    39785+    39449+     1072+   829      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
301   storeaccountd    0.0  00:00.17 2     1   70+    3464K+ 0B     3180K+ 301  1    sleeping *0[28+]     0.00000 0.00000    501 7053+    181+    762+      419+      1619+     1680+     1239+      60+     13       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
300   coreauthd        0.0  00:00.06 2     1   43+    1356K+ 0B     1292K+ 300  1    sleeping *0[3+]      0.00000 0.00000    501 4318+    175+    393+      313+      1147+     1176+     628+       46+     7        0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
299   rapportd         0.0  00:00.87 2     1   109+   3456K+ 0B     1944K+ 299  1    sleeping *0[1+]      0.00000 0.00000    501 8020+    217+    7314+     1908+     15750+    14717+    10761+     686+    150      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
296   wirelessproxd    0.0  00:34.39 2     1   58+    2904K+ 0B     1696K+ 296  1    sleeping *0[59099+]  0.00000 0.00000    0   8165+    162+    494548+   105784+   555377+   712116+   375189+    150+    1214     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
295   CallHistoryPlugi 0.0  00:00.07 2     1   47+    1760K+ 0B     1732K+ 295  1    sleeping *0[1+]      0.00000 0.00000    501 3952+    161+    364+      298+      1399+     1185+     685+       32+     17       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
294   bird             0.0  00:53.17 4     3   184+   9184K+ 68K+   5388K+ 294  1    sleeping *0[1425+]   0.00000 0.00000    501 104705+  255+    49096+    12082+    876295+   384482+   236282+    2201+   18269    0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
293   ContactsAccounts 0.0  00:01.30 2     1   107+   1920K+ 0B     1708K+ 293  1    sleeping *0[81+]     0.00000 0.00000    501 11406+   166+    6473+     2433+     16972+    13712+    10685+     100+    86       0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
292   soagent          0.0  00:01.23 2     1   117+   6692K+ 0B     5356K+ 292  1    sleeping *0[80+]     0.00000 0.00000    501 16669+   438+    2625+     1684+     22039+    8811+     7532+      406+    147      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
291   displaypolicyd   0.0  00:00.35 6     1   49+    1608K+ 0B     1124K+ 291  1    sleeping *0[1+]      0.00000 0.00000    244 3477+    156+    1477+     816+      19337+    2706+     23813+     0       1679     0.0   0      0      _displaypolicyd    N/A    N/A   N/A   N/A   N/A   N/A  
290   WiFiProxy        0.0  00:01.47 2     1   55+    3832K+ 0B     2516K+ 290  1    sleeping *0[941+]    0.00000 0.00000    501 8899+    169+    11783+    6122+     26512+    17105+    19270+     17+     182      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
289   com.apple.geod   0.0  00:03.05 4     1   72+    8700K+ 0B     4168K+ 289  1    sleeping *0[65+]     0.00000 0.00000    501 17708+   299+    4734+     4812+     56359+    14503+    33504+     2506+   5124     0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
288   IMDPersistenceAg 0.0  00:00.38 2     1   67+    2472K+ 0B     1800K+ 288  1    sleeping *0[80+]     0.00000 0.00000    501 7848+    189+    1636+     3763+     11288+    7323+     7669+      203+    114      0.0   0      0      mdmxlager          N/A    N/A   N/A   N/A   N/A   N/A  
